time_s,timestamp_ms,xAcc,yAcc,zAcc,xAccAvg,yAccAvg,zAccAvg,xAccButter,yAccButter,zAccButter,normAcc,normAvgAcc,normButterAcc,rxAcc,ryAcc,rzAcc,rxAccAvg,ryAccAvg,rzAccAvg,rxAccButter,ryAccButter,rzAccButter,normGyro,normAvgGyro,normButterGyro,interpolated,outOfBounds
0,4981,-0.9776611328125,0.1151123046875,0.1295166015625,-0.949571397569444,0.229673355344742,0.152403816344246,-1.89221825292123e-06,2.22794582657601e-07,2.50673438175731e-07,0.992898123365629,0.996415896379129,1.92170874883701e-06,9.14634146341463,-19.6951219512195,0.731707317073171,-18.8646922183508,3.06136275648471,1.41114982578397,1.77023241322233e-05,-3.81190046313875e-05,1.41618593057786e-06,21.7276042498165,33.5279367077776,4.2052780839797e-05,0,0
0.004,4986,-0.9295654296875,0.19140625,0.05859375,-0.95079517364502,0.229608535766602,0.155313491821289,-1.30573299828212e-05,1.69602692563906e-06,1.60484625314862e-06,0.950874054829677,0.99812005957036,1.32740325093079e-05,14.2682926829268,-18.2926829268293,0.121951219512195,-19.1692073170732,3.35556402439025,1.27858231707317,0.000132939777981856,-0.000262202656293745,8.66196317527665e-06,23.1995969113068,33.7028716103814,0.000295104692401046,0,0
0.008,4991,-0.87017822265625,0.28204345703125,0.00640869140625,-0.951995380108173,0.228894981971154,0.1576416015625,-4.57851041196924e-05,6.6822051005234e-06,5.11137788728478e-06,0.914767578221304,0.999519109039915,4.66372731882608e-05,16.3414634146341,-19.390243902439,0.487804878048781,-19.4155722326454,3.66135084427768,1.15853658536585,0.000508369620053776,-0.000920955632880169,2.73433091817147e-05,25.3626287818702,33.8407173349496,0.00105844906307303,0,0
0.012,4996,-0.8525390625,0.33782958984375,0.00738525390625,-0.953546697443182,0.227257006096117,0.159328576290246,-0.000112969898782448,1.86285698097901e-05,1.13027730296624e-05,0.917063916440744,1.00096328622131,0.000115420025243628,12.6219512195122,-19.5731707317073,2.31707317073171,-19.5343680709534,3.9560236511456,1.06337767923134,0.00135063143145876,-0.00228705046588404,6.63175466091134e-05,23.4049459123245,33.8749447071014,0.00267544001813829,0,0
0.016,5001,-0.8936767578125,0.34088134765625,0.0552978515625,-0.955738580048974,0.224810699918377,0.160378527285448,-0.000226369997426675,4.18084133827681e-05,2.03401772531942e-05,0.95807937720297,1.00282801405238,0.000232130839088663,4.20731707317073,-19.8170731707317,4.39024390243902,-19.515835456862,4.23734983618493,0.996541681834727,0.00283971773043442,-0.00462409759879384,0.000149560370104448,20.7290170420894,33.8086579143741,0.00547039095066196,0,0
0.02,5006,-0.92156982421875,0.33203125,0.13397216796875,-0.958455702837776,0.22135835535386,0.160939833697151,-0.000397184387857968,8.0771349617038e-05,3.2708348576801e-05,0.988678023260044,1.00510552849272,0.000408845378184225,-1.82926829268293,-22.6219512195122,5.24390243902439,-19.4117647058824,4.48350071736012,0.953192252510759,0.00506785577389612,-0.00819159050207255,0.000324835877826172,23.2937204468202,33.6712441368967,0.00973247638985602,0,0
0.024,5011,-0.91937255859375,0.317626953125,0.21484375,-0.961531929347826,0.217085243999094,0.161004550215127,-0.000636352520536392,0.000139870448715666,4.97574333934585e-05,0.996137851785962,1.00770724248708,0.000657405803439936,-1.34146341463415,-25.6707317073171,6.28048780487805,-19.2806645457759,4.67744786143514,0.933191940615057,0.00803164824971778,-0.0132586965728984,0.000659992130826896,26.4618691242527,33.4826705522885,0.0157365289951208,0,0
0.028,5016,-0.914794921875,0.28338623046875,0.2750244140625,-0.964606584821429,0.212350027901786,0.160431780133929,-0.000954410114555963,0.0002230244176476,7.3900983887239e-05,0.996391455723099,1.01028956849552,0.000989282764844222,2.6219512195122,-26.890243902439,9.51219512195122,-19.1794425087108,4.82229965156795,0.940766550522647,0.0116860844530867,-0.0201162937938882,0.00124059283494868,28.6433535286676,33.2792894416475,0.0237740122516683,0,0
0.032,5021,-0.91259765625,0.26416015625,0.2957763671875,-0.967179419289173,0.207312355578785,0.159267371808979,-0.00136128526555157,0.000333592321723091,0.000108436604999304,0.995037049425624,1.01238487832216,0.00141537881269685,3.29268292682927,-27.7439024390244,13.3536585365854,-19.1420474063896,4.92013053933356,0.993644795602884,0.016002918160955,-0.0290705658779824,0.00218156794141657,30.9658857408351,33.1038470633455,0.0341600077060076,0,0
0.036,5026,-0.9056396484375,0.260986328125,0.2991943359375,-0.969171312120226,0.202563815646701,0.157527499728733,-0.00186624725078063,0.000474388805044541,0.00015712004325509,0.988844925631542,1.01386893293558,0.00194593611507744,-0.182926829268293,-28.2317073170732,16.8292682926829,-19.1768292682927,4.98475609756098,1.09586720867209,0.0209755348349001,-0.0404288628732068,0.0036415597844725,32.8677202058319,32.9926779024514,0.0472270787190974,0,0
0.04,5031,-0.8980712890625,0.24456787109375,0.28863525390625,-0.970952282213185,0.198472114458476,0.155511725438784,-0.00247790635004945,0.000647823225042426,0.000223741226263789,0.974502844329987,1.01509574905151,0.00259048752787538,-3.78048780487805,-28.2926829268293,19.8170731707317,-19.2624457066488,5.0192114934848,1.24540594721016,0.0265811862680231,-0.0544906153282803,0.00582529846194987,34.7488760148449,32.939413910771,0.0633203913331691,0,0
0.044,5036,-0.8896484375,0.1990966796875,0.269287109375,-0.972883069837416,0.195327346389358,0.153656830658784,-0.00320420572539392,0.000855905198125902,0.000311842542603546,0.950594223359432,1.0164391331151,0.00335778089285739,-4.81707317073171,-28.719512195122,21.7682926829268,-19.3449241924852,5.0049439683586,1.44446275543836,0.0327556001375014,-0.0715427114719155,0.00897529778827441,36.3575733649471,32.9029124848546,0.0827938098446749,0,0
0.048,5041,-0.87451171875,0.13983154296875,0.231201171875,-0.974951985677083,0.193312174479167,0.15217041015625,-0.00405241191189895,0.00110001997681474,0.000424524304001603,0.91530191112904,1.01794933785399,0.00425567064743046,-5.0609756097561,-29.1463414634146,21.5243902439024,-19.3967479674797,4.90975609756098,1.68211382113821,0.0394027565886556,-0.09185865240167,0.0133558832790665,36.584451208079,32.8676441966687,0.106003794041318,0,0
0.052,5046,-0.85687255859375,0.0953369140625,0.16796875,-0.976720709549753,0.192528975637336,0.151100560238487,-0.00502908723529809,0.00138071097474501,0.000564226688719503,0.878369631664553,1.01928760833722,0.00529100939199352,-5.73170731707317,-29.1463414634146,19.4512195121951,-19.4078947368421,4.70795892169448,1.93356867779204,0.0464149652950216,-0.115699295046158,0.0192285311159457,35.5065012354379,32.8409144090566,0.133296606881453,0,0
0.056,5051,-0.84832763671875,0.07208251953125,0.09954833984375,-0.977718204646916,0.192821155894886,0.150680740158279,-0.00614007674609435,0.00169771035514424,0.000732476838213371,0.857184659690337,1.02009929888979,0.00646962282870906,-6.28048780487805,-28.2317073170732,17.3780487804878,-19.3617358251505,4.38866012036744,2.16265441875198,0.0536808807535297,-0.143309557619001,0.0268262912632464,33.7412270749171,32.8311250847603,0.164990869962638,0,0
0.06,5056,-0.83856201171875,0.068603515625,0.0474853515625,-0.977474114833734,0.194013546674679,0.150910988832131,-0.00739055706485514,0.00205019923581063,0.000929750566352185,0.842702526676478,1.02002746555758,0.00779642360619768,-4.9390243902439,-26.8292682926829,16.4634146341463,-19.2440587867417,3.97514071294559,2.34677923702314,0.0610892363230772,-0.174910109626173,0.036342241342746,31.8629505925614,32.8455924928594,0.201364000053461,0,0
0.064,5061,-0.831298828125,0.067138671875,0.03143310546875,-0.976129845727848,0.195693390278877,0.151666955102848,-0.00878510637036641,0.00243710579436776,0.00115560874915508,0.834597737249836,1.01919247141932,0.00927558729480074,-0.731707317073171,-26.3414634146341,16.3414634146341,-19.0506329113924,3.5304106205619,2.48687866625502,0.0685453785349639,-0.210691029738568,0.0479359007774169,31.0072816763126,32.8621582732632,0.242648623824081,0,0
0.068,5066,-0.83123779296875,0.07781982421875,0.0369873046875,-0.974267578125,0.197415161132812,0.152639770507812,-0.0103277648850221,0.00285730958339796,0.00140907811976199,0.835691482671112,1.01796356665106,0.0109107052797087,3.78048780487805,-26.5853658536585,15.9146341463415,-18.7942073170732,3.11966463414634,2.5922256097561,0.0759990095255449,-0.250815132317721,0.0617453878930133,31.2145694448538,32.8429879213563,0.289040421305794,0,0
