time_s,timestamp_ms,xAcc,yAcc,zAcc,normAcc,normAvgAcc,normButterAcc,rxAcc,ryAcc,rzAcc,normGyro,normAvgGyro,normButterGyro
0.003,54307,-0.27606201171875,-0.0469970703125,0.04193115234375,0.283155753021259,0.29191795935017,3.26027645715764e-05,0.121951219512195,-31.0365853658537,0.304878048780488,31.0383223434594,15.0706238014658,0.0035737755820364
0.007,54311,-0.2733154296875,-0.04437255859375,0.034912109375,0.279086193571861,0.291675484307405,0.000221198341951405,0.731707317073171,-27.6219512195122,0.426829268292683,27.634937452349,14.9679873267793,0.0239063105832669
0.011,54315,-0.2733154296875,-0.04437255859375,0.034912109375,0.279086193571861,0.291440470035186,0.000760138678045209,0.731707317073171,-27.6219512195122,0.426829268292683,27.634937452349,14.8685088974677,0.0810080463750085
0.015,54319,-0.2718505859375,-0.04827880859375,0.03302001953125,0.278071764340859,0.290948085774475,0.00183269374303735,0.914634146341463,-22.6219512195122,0.304878048780488,22.6424862421129,14.807563605188,0.192357805807016
0.019,54323,-0.27532958984375,-0.05035400390625,0.03326416015625,0.281865948819326,0.290182284701373,0.00357784564029828,1.58536585365854,-16.0975609756098,0.0609756097560976,16.1755547749808,14.7720292744475,0.368317805375501
0.023,54327,-0.27728271484375,-0.0504150390625,0.04266357421875,0.28503957739218,0.289178980633363,0.00609696564209975,2.19512195121951,-8.71951219512195,-0.304878048780488,8.99674407362099,14.7738179519323,0.611261963654202
0.027,54331,-0.286376953125,-0.0455322265625,0.04229736328125,0.293042675863846,0.288073173875937,0.00946003076507902,3.04878048780488,-0.975609756097561,-1.03658536585366,3.36472674666375,14.806987208619,0.915775403962385
0.031,54335,-0.286376953125,-0.0455322265625,0.04229736328125,0.293042675863846,0.286998961597295,0.0137104036656839,3.04878048780488,-0.975609756097561,-1.03658536585366,3.36472674666375,14.8392087722574,1.27088067045229
0.035,54339,-0.29083251953125,-0.03802490234375,0.0374755859375,0.295692183117014,0.285869500860364,0.0188672280412014,4.32926829268293,6.95121951219512,-1.76829268292683,8.37788014173302,14.8861907029882,1.66417558287396
0.039,54343,-0.29803466796875,-0.03521728515625,0.034912109375,0.302132050378691,0.284763106498394,0.0249278080972825,5.0609756097561,13.4146341463415,-2.6219512195122,14.5753391590123,14.9518003072271,2.08627056347323
0.043,54347,-0.29949951171875,-0.034912109375,0.0289306640625,0.3029121922668,0.283713012886911,0.0318714548407971,5,17.9878048780488,-3.35365853658537,18.9686095935039,15.0262815993923,2.53296226516222
0.047,54351,-0.304443359375,-0.03155517578125,0.02740478515625,0.30729873158798,0.282706923824749,0.0396623950340063,5.0609756097561,20.5487804878049,-3.84146341463415,21.5086655751701,15.0994095150111,3.00449068682484
0.051,54355,-0.304443359375,-0.03155517578125,0.02740478515625,0.30729873158798,0.281727663804245,0.048251599809888,5.0609756097561,20.5487804878049,-3.84146341463415,21.5086655751701,15.17058735288,3.50328294974761
0.055,54359,-0.3099365234375,-0.03497314453125,0.0362548828125,0.314003480755669,0.280820325535438,0.0575791906203053,5.30487804878049,20.9146341463415,-4.02439024390244,21.9490175047304,15.2331299049373,4.03181178508388
0.059,54363,-0.3114013671875,-0.0338134765625,0.0472412109375,0.316774201434284,0.279937990503313,0.0675775678071502,4.9390243902439,20.3658536585366,-3.59756097560976,21.2627468155359,15.270088401058,4.59144731080313
0.063,54367,-0.3134765625,-0.03143310546875,0.06744384765625,0.322186697340076,0.279050724442069,0.0781741623450603,4.39024390243902,19.4512195121951,-3.04878048780488,20.1722394517149,15.2611421107379,5.18202876631088
0.067,54371,-0.312255859375,-0.0263671875,0.0914306640625,0.326433020115291,0.278067486808939,0.0892932769077974,3.96341463414634,18.3536585365854,-2.25609756097561,18.9117797534864,15.1800824487654,5.80162015573909
0.071,54375,-0.312255859375,-0.0263671875,0.0914306640625,0.326433020115291,0.277108830116637,0.100857093514038,3.96341463414634,18.3536585365854,-2.25609756097561,18.9117797534864,15.1010492783422,6.44665861603641
0.075,54379,-0.3126220703125,-0.02117919921875,0.10809326171875,0.331459304523224,0.276042774301689,0.112786052600233,3.10975609756098,17.8658536585366,-1.52439024390244,18.1984360742968,14.9724047960113,7.11253900542317
0.079,54383,-0.31475830078125,-0.021728515625,0.109130859375,0.333847960559731,0.275040592840174,0.125000085527649,2.86585365853659,17.7439024390244,-1.34146341463415,18.0238374118989,14.9455336183837,7.79409826378734
0.083,54387,-0.31842041015625,-0.02508544921875,0.10430908203125,0.336007770685118,0.27428780293309,0.13742018373421,3.41463414634146,17.0121951219512,-0.914634146341463,17.3755881869465,15.0350189310173,8.4858250675777
0.087,54391,-0.31396484375,-0.0303955078125,0.08404541015625,0.326437499338654,0.273856043040603,0.14996766398538,3.29268292682927,14.4512195121951,-0.426829268292683,14.8277337941627,15.2136401289041,9.18173392149069
0.091,54395,-0.31396484375,-0.0303955078125,0.08404541015625,0.326437499338654,0.273434442204411,0.162562063546652,3.29268292682927,14.4512195121951,-0.426829268292683,14.8277337941627,15.3880584750759,9.87509015846544
0.095,54399,-0.30535888671875,-0.0384521484375,0.065185546875,0.314597795508752,0.273433311750806,0.175120721772203,2.6219512195122,9.51219512195122,0.121951219512195,9.86769255375919,15.6097658026394,10.5582672847059
0.099,54403,-0.29754638671875,-0.04345703125,0.0625,0.307129640078009,0.273770699446555,0.187559057751993,2.01219512195122,3.17073170731707,0.853658536585366,3.85112992064345,15.8452180386179,11.2218813869369
