time_s,timestamp_ms,xAcc,yAcc,zAcc,normAcc,normAvgAcc,normButterAcc,rxAcc,ryAcc,rzAcc,normGyro,normAvgGyro,normButterGyro
0.001,16163,-0.693359375,0.05206298828125,0.26519775390625,0.744169084500347,0.746037264652454,8.56841833674091e-05,0.365853658536585,0.975609756097561,0.304878048780488,1.08563986675395,2.49841038204476,0.000125001383894323
0.005,16167,-0.69049072265625,0.0521240234375,0.263916015625,0.741043868604983,0.746119096783416,0.000582208809335438,0.487804878048781,1.15853658536585,0.487804878048781,1.34837465777415,2.49172395238314,0.000880138640739592
0.009,16171,-0.69049072265625,0.0521240234375,0.263916015625,0.741043868604983,0.746197269050677,0.00200366667061457,0.487804878048781,1.15853658536585,0.487804878048781,1.34837465777415,2.47779801508805,0.00313232247748028
0.013,16175,-0.694091796875,0.0555419921875,0.26397705078125,0.744669200870084,0.74626521364248,0.004837682335103,0.548780487804878,1.64634146341463,0.487804878048781,1.80265189013347,2.45912163889553,0.00782977183161582
0.017,16179,-0.6920166015625,0.05712890625,0.2689208984375,0.744626845059903,0.746331130037513,0.00945609546302222,0.609756097560976,2.13414634146341,0.548780487804878,2.28638210478691,2.44100276646995,0.0159428258776301
0.021,16183,-0.6895751953125,0.05633544921875,0.26806640625,0.74198870004114,0.746381138621208,0.0161278233269995,0.731707317073171,2.74390243902439,0.670731707317073,2.91792344244034,2.4223773314934,0.0285933063277506
0.025,16187,-0.6922607421875,0.05841064453125,0.26776123046875,0.744535301453654,0.746435710427155,0.0250297735870953,0.792682926829268,3.23170731707317,0.670731707317073,3.39443064871141,2.40761481879453,0.0470983990105228
0.029,16191,-0.6922607421875,0.05841064453125,0.26776123046875,0.744535301453654,0.74648607461853,0.0362585759311699,0.792682926829268,3.23170731707317,0.670731707317073,3.39443064871141,2.39256143925005,0.0728521843173132
0.033,16195,-0.6912841796875,0.061279296875,0.27044677734375,0.74482912717437,0.746509841471685,0.0498419874704847,0.792682926829268,3.65853658536585,0.670731707317073,3.80304051939334,2.37623177660187,0.107125984525778
0.037,16199,-0.69488525390625,0.05938720703125,0.26947021484375,0.747667408105545,0.746532948134474,0.0657488893021018,0.792682926829268,3.35365853658537,0.609756097560976,3.49959630543457,2.36035571569392,0.150936900715083
0.041,16203,-0.6951904296875,0.0625,0.27020263671875,0.748468735765801,0.746500281713597,0.0838988820408052,0.548780487804878,3.59756097560976,0.548780487804878,3.68032132032258,2.33974582186685,0.204963260296423
0.045,16207,-0.6939697265625,0.0650634765625,0.27178955078125,0.748128864087935,0.746418829162441,0.104170711731693,0.426829268292683,4.02439024390244,0.548780487804878,4.08400049991228,2.31190365329099,0.269578829095643
0.049,16211,-0.6939697265625,0.0650634765625,0.27178955078125,0.748128864087935,0.746287163602347,0.126409157973217,0.426829268292683,4.02439024390244,0.548780487804878,4.08400049991228,2.28553130016992,0.345007669161489
0.053,16215,-0.69244384765625,0.06109619140625,0.27032470703125,0.745846280404261,0.746113211533979,0.150431407773625,0.0609756097560976,3.96341463414634,0.426829268292683,3.98679781421403,2.26674803152156,0.431319585397212
0.057,16219,-0.692138671875,0.05975341796875,0.27642822265625,0.747689089357823,0.745943777701153,0.17603337563948,-0.24390243902439,3.41463414634146,0.487804878048781,3.45791387286776,2.24845263998095,0.528249913016409
0.061,16223,-0.69158935546875,0.05841064453125,0.27764892578125,0.74752696672409,0.745739457129363,0.202996212066401,-0.426829268292683,2.5609756097561,0.426829268292683,2.63115231834042,2.23764026814536,0.634991937594575
0.065,16227,-0.68829345703125,0.0587158203125,0.277099609375,0.744298074740743,0.745515412078548,0.231091762942057,-0.487804878048781,1.76829268292683,0.304878048780488,1.85950618072889,2.23193742882916,0.750044170252155
0.069,16231,-0.68829345703125,0.0587158203125,0.277099609375,0.744298074740743,0.745259310427801,0.260086388816525,-0.487804878048781,1.76829268292683,0.304878048780488,1.85950618072889,2.2339391945754,0.871311374873564
0.073,16235,-0.68865966796875,0.05792236328125,0.27783203125,0.744847485089005,0.74501750805936,0.2897451949042,-0.731707317073171,1.21951219512195,0.304878048780488,1.45449517583861,2.23812866529279,0.996449077653439
0.077,16239,-0.6903076171875,0.0576171875,0.2840576171875,0.748687569367046,0.744781603309661,0.319837171600711,-0.792682926829268,0.975609756097561,0.24390243902439,1.28048780487805,2.24221595379756,1.12310684980808
0.081,16243,-0.68927001953125,0.0592041015625,0.28167724609375,0.746954052424506,0.744590579930533,0.350139267388624,-0.914634146341463,0.853658536585366,-0.0609756097560976,1.25259991366915,2.2431371740748,1.24901551196447
0.085,16247,-0.69232177734375,0.05816650390625,0.28472900390625,0.750841788412532,0.744404647138901,0.380438648483501,-0.792682926829268,0.792682926829268,-0.24390243902439,1.14724925135529,2.2411564271795,1.37208823732195
0.089,16251,-0.69232177734375,0.05816650390625,0.28472900390625,0.750841788412532,0.744187372458941,0.410534586216214,-0.792682926829268,0.792682926829268,-0.24390243902439,1.14724925135529,2.23749747321748,1.49048962974374
0.093,16255,-0.69146728515625,0.05841064453125,0.2835693359375,0.749633495863109,0.743991805900854,0.440239839558521,-0.670731707317073,0.914634146341463,-0.304878048780488,1.17447318806453,2.23075441867789,1.602656566432
0.097,16259,-0.69317626953125,0.0633544921875,0.28387451171875,0.751725927931952,0.743800735125712,0.469381166549199,-0.365853658536585,1.09756097560976,-0.609756097560976,1.30778113350776,2.22416637688634,1.70733132057188
