Time (s),HWTimestamp (ms),ExtractID,Trigger,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Sampling Rate
0.000,25411,770,0.000,-0.006226,0.020386,-1.006775,-2.073171,-1.463415,1.341463
0.001,25411,771,0.000,-0.902588,-0.374084,0.302979,-0.121951,-0.487805,0.182927
0.002,25411,772,0.000,-0.247986,-0.056458,-0.985352,0.792683,1.280488,-0.060976
0.003,25415,769,0.000,-0.961243,0.286255,0.216492,1.646341,-0.060976,0.914634
0.004,25415,770,0.000,-0.003967,0.017700,-1.008057,-2.743902,-1.585366,1.463415
0.005,25415,771,0.000,-0.900452,-0.381836,0.300415,0.487805,-0.487805,-0.121951
0.006,25415,772,0.000,-0.247986,-0.056458,-0.985352,0.792683,1.280488,-0.060976
0.007,25419,769,0.000,-0.963684,0.280823,0.222534,1.402439,-0.182927,0.487805
0.008,25419,770,0.000,-0.003967,0.017700,-1.008057,-2.743902,-1.585366,1.463415
0.009,25419,771,0.000,-0.900452,-0.381836,0.300415,0.487805,-0.487805,-0.121951
0.010,25419,772,0.000,-0.250122,-0.058960,-0.980225,-0.243902,-2.743902,0.121951
0.011,25423,769,0.000,-0.960022,0.279236,0.221497,0.853659,-0.670732,0.304878
0.012,25423,770,0.000,-0.006775,0.019775,-1.011963,-3.231707,-1.585366,1.463415
0.013,25423,771,0.000,-0.888977,-0.390015,0.300110,0.487805,-0.548780,-0.365854
0.014,25423,772,0.000,-0.245789,-0.056763,-0.971497,-0.670732,-5.853659,0.365854
0.015,25427,769,0.000,-0.960022,0.279236,0.221497,0.853659,-0.670732,0.304878
0.016,25427,770,0.000,-0.008728,0.017212,-1.012024,-3.658537,-1.646341,1.463415
0.017,25427,771,0.000,-0.877502,-0.394653,0.304993,-0.365854,-0.304878,-0.487805
0.018,25427,772,0.000,-0.240906,-0.059082,-0.966858,-0.731707,-6.646341,0.365854
0.019,25431,769,0.000,-0.954041,0.276550,0.216370,0.243902,-0.914634,0.243902
0.020,25431,770,0.000,-0.006958,0.017151,-1.012695,-3.841463,-1.707317,1.524390
0.021,25431,771,0.000,-0.869934,-0.398315,0.308960,-1.280488,-0.243902,-0.731707
0.022,25431,772,0.000,-0.239258,-0.059387,-0.975708,-0.487805,-6.646341,0.365854
0.023,25435,769,0.000,-0.949585,0.281982,0.221252,-0.426829,-0.548780,0.426829
0.024,25435,770,0.000,-0.008118,0.018677,-1.013428,-3.536585,-1.768293,1.524390
0.025,25435,771,0.000,-0.873169,-0.395203,0.307251,-1.341463,-0.792683,-0.914634
0.026,25435,772,0.000,-0.239258,-0.059387,-0.975708,-0.487805,-6.646341,0.365854
0.027,25439,769,0.000,-0.945007,0.291626,0.216492,-0.548780,-0.182927,0.914634
0.028,25439,770,0.000,-0.008118,0.018677,-1.013428,-3.536585,-1.768293,1.524390
0.029,25439,771,0.000,-0.873169,-0.395203,0.307251,-1.341463,-0.792683,-0.914634
0.030,25439,772,0.000,-0.235046,-0.057678,-0.983032,0.000000,-5.731707,0.121951
0.031,25443,769,0.000,-0.945007,0.291626,0.216492,-0.548780,-0.182927,0.914634
0.032,25443,770,0.000,-0.006836,0.019897,-1.016174,-2.987805,-1.829268,1.524390
0.033,25443,771,0.000,-0.879761,-0.387573,0.321228,-0.609756,-1.219512,-0.975610
0.034,25443,772,0.000,-0.225830,-0.057556,-0.984131,0.000000,-4.634146,0.121951
0.035,25447,769,0.000,-0.942322,0.296509,0.214355,-0.914634,0.060976,1.402439
0.036,25447,770,0.000,-0.010620,0.022339,-1.011536,-2.560976,-2.012195,1.463415
0.037,25447,771,0.000,-0.888550,-0.384766,0.328064,-0.670732,-0.975610,-0.670732
0.038,25447,772,0.000,-0.213257,-0.059998,-0.987915,-0.060976,-3.231707,0.000000
0.039,25451,769,0.000,-0.939819,0.303345,0.212830,-1.585366,0.121951,1.951220
0.040,25451,770,0.000,-0.011353,0.021057,-1.005432,-2.073171,-2.195122,1.524390
0.041,25451,771,0.000,-0.899292,-0.382935,0.311035,-0.365854,-0.304878,0.182927
0.042,25451,772,0.000,-0.208862,-0.057556,-0.983276,0.975610,-1.341463,-0.243902
0.043,25455,769,0.000,-0.945068,0.308899,0.211365,-2.073171,0.121951,2.378049
0.044,25455,770,0.000,-0.010315,0.023132,-1.005493,-1.524390,-2.256098,1.463415
0.045,25455,771,0.000,-0.908264,-0.386108,0.300903,-0.426829,-0.365854,1.524390
0.046,25455,772,0.000,-0.208862,-0.057556,-0.983276,0.975610,-1.341463,-0.243902
0.047,25459,769,0.000,-0.941895,0.315125,0.210571,-2.560976,0.426829,2.621951
0.048,25459,770,0.000,-0.010315,0.023132,-1.005493,-1.524390,-2.256098,1.463415
0.049,25459,771,0.000,-0.908264,-0.386108,0.300903,-0.426829,-0.365854,1.524390
0.050,25459,772,0.000,-0.206482,-0.058105,-0.984924,1.280488,0.853659,-0.426829
0.051,25463,769,0.000,-0.941895,0.315125,0.210571,-2.560976,0.426829,2.621951
0.052,25463,770,0.000,-0.012390,0.020996,-1.004272,-1.219512,-2.378049,1.524390
0.053,25463,771,0.000,-0.914917,-0.391846,0.289734,-1.890244,-1.341463,2.682927
