Time (s),HWTimestamp (ms),ExtractID,Trigger,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Sampling Rate
0.000,54307,769,0.000,-15723.0000,4922.0000,3018.0000,-34.0000,-21.0000,26.0000,1000
0.001,54307,770,0.000,2830.0000,301.0000,-17640.0000,2.0000,-121.0000,-11.0000
0.002,54307,771,0.000,-14415.0000,-6208.0000,4758.0000,-75.0000,-63.0000,-31.0000
0.003,54307,772,0.000,-4523.0000,-770.0000,-15697.0000,2.0000,-509.0000,5.0000
0.004,54311,769,0.000,-15757.0000,4836.0000,3072.0000,-38.0000,-31.0000,27.0000
0.005,54311,770,0.000,2990.0000,98.0000,-17567.0000,19.0000,-110.0000,-8.0000
0.006,54311,771,0.000,-14504.0000,-6341.0000,4770.0000,-89.0000,-59.0000,-34.0000
0.007,54311,772,0.000,-4478.0000,-727.0000,-15812.0000,12.0000,-453.0000,7.0000
0.008,54315,769,0.000,-15719.0000,4758.0000,3180.0000,-35.0000,-35.0000,29.0000
0.009,54315,770,0.000,2941.0000,-46.0000,-17314.0000,6.0000,-90.0000,-1.0000
0.010,54315,771,0.000,-14626.0000,-6491.0000,4675.0000,-98.0000,-47.0000,-23.0000
0.011,54315,772,0.000,-4478.0000,-727.0000,-15812.0000,12.0000,-453.0000,7.0000
0.012,54319,769,0.000,-15719.0000,4758.0000,3180.0000,-35.0000,-35.0000,29.0000
0.013,54319,770,0.000,2941.0000,-46.0000,-17314.0000,6.0000,-90.0000,-1.0000
0.014,54319,771,0.000,-14626.0000,-6491.0000,4675.0000,-98.0000,-47.0000,-23.0000
0.015,54319,772,0.000,-4454.0000,-791.0000,-15843.0000,15.0000,-371.0000,5.0000
0.016,54323,769,0.000,-15740.0000,4700.0000,3271.0000,-30.0000,-31.0000,36.0000
0.017,54323,770,0.000,2785.0000,-101.0000,-16962.0000,-23.0000,-76.0000,7.0000
0.018,54323,771,0.000,-14723.0000,-6564.0000,4516.0000,-111.0000,-39.0000,-13.0000
0.019,54323,772,0.000,-4511.0000,-825.0000,-15839.0000,26.0000,-264.0000,1.0000
0.020,54327,769,0.000,-15757.0000,4652.0000,3322.0000,-26.0000,-22.0000,44.0000
0.021,54327,770,0.000,2466.0000,-57.0000,-16327.0000,-54.0000,-65.0000,15.0000
